Ano;Codigo;Unidade;Diretoria;Praca;Conta;ContaNiveisSuperiores;ContaDescricao;ContaTipo;ContaEstatisticaFiscal;EstatisticaFiscalContaOrdem;ContaGrupo;GrupoContaOrdem;ContaSubgrupo;SubgrupoContaOrdem;ContaFuncao;ValorDotacao;ValorEmpenhado;ValorLiquidado;ValorPago
2024;402510019;DEPIN;DIPOM;40 BRASILIA-DF;399090707;"ÁREAS DIVERSAS DO BANCO CENTRAL
DESPESAS DIVERSAS
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS";399090707 - CONTRIBUIÇÃO DE INTERVENÇÃO NO      DOMÍNIO ECONÔMICO - CIDE            REMUNERAÇÃO;Despesa;Primário;2;Área Externa;1;Demais despesas;5;;5222000.0;4673445.0;2926795.1;2926795.1
2024;401010015;DEINF;DIRAD;40 BRASILIA-DF;399090707;"ÁREAS DIVERSAS DO BANCO CENTRAL
DESPESAS DIVERSAS
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS";399090707 - CONTRIBUIÇÃO DE INTERVENÇÃO NO      DOMÍNIO ECONÔMICO - CIDE            REMUNERAÇÃO;Despesa;Primário;2;Área Externa;1;Demais despesas;5;;1567100.0;1542099.35;1523064.76;1523064.76
2024;713910016;MECIR;DIRAD;71 RIO DE JANEIRO-RJ;399090707;"ÁREAS DIVERSAS DO BANCO CENTRAL
DESPESAS DIVERSAS
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS";399090707 - CONTRIBUIÇÃO DE INTERVENÇÃO NO      DOMÍNIO ECONÔMICO - CIDE            REMUNERAÇÃO;Despesa;Primário;2;Área Externa;1;Demais despesas;5;;285000.0;33609.56;31909.2;31909.2
2024;402510019;DEPIN;DIPOM;40 BRASILIA-DF;399025150;"ÁREA DE OPERAÇÕES DAS RESERVAS INTERNACIONAIS
DESPESAS DIVERSAS
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS";399025150 - CORRETAGEM E OUTRAS TARIFAS         INCIDENTES NA NEGOCIAÇÃO DE           EXCHANGE TRADED FUND (ETF);Despesa;Primário;2;Área Externa;1;Demais despesas;5;;1925000.0;1924679.0;1142699.79;1142699.79
2024;402510019;DEPIN;DIPOM;40 BRASILIA-DF;399025253;"ÁREA DE OPERAÇÕES DAS RESERVAS INTERNACIONAIS
DESPESAS DIVERSAS
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS";399025253 - ADVOGADOS NO EXTERIOR;Despesa;Primário;2;Área Externa;1;Demais despesas;5;;1363000.0;1087100.0;516412.73;516412.73
2024;402910011;DERIN;DIREX;40 BRASILIA-DF;399029077;"ÁREA DE ORGANISMOS E ACORDOS INTERNACIONAIS
DESPESAS DIVERSAS
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS";399029077 - GASTO SICAP-CCR;Despesa;Primário;2;Área Externa;1;Demais despesas;5;Registra as despesas com o pagamento aos bancos centrais de Peru e Argentina, responsáveis pelos serviços de compensação multilateral das operações do CCR.;210000.0;210000.0;40659.2;40659.2
2024;443910018;MECIR;DIRAD;44 BELO HORIZONTE-MG;393902011;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902011 - MANUTENÇÃO DE EQUIPAMENTOS;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com mão-de-obra utilizada para a manutenção de equipamentos destinados ao acondicionamento e guarda de numerário, inclusive o material porventura necessário e a reposição de peças e acessórios, se fornecidos pelo executante do serviço, bem como as despesas com instalação do referido material, desde que não incluídas no preço de  aquisição. Inclui-se, também, o conserto de mobiliário com características específicas aos serviços realizados nos ambientes de tesouraria e não passível de utilização em outro ambiente, tais como cadeiras para caixa/conferente tipo guichê e mesas para conferência de numerário.;200017.0;174406.4;151096.93;151096.93
2024;403910010;MECIR;DIRAD;40 BRASILIA-DF;393903041;"DISTRIBUIÇÃO DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393903041 - RECEBIMENTO DE REMESSA E MOVIMENTAÇÃO DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Distribuição de numerário;7;"Registra as despesas decorrentes do recebimento de remessa e movimentação de numerário, tais como: I) contratação de empresa transportadora e de mão-de-obra; II) manutenção de rádio-comunicadores utilizados nesses serviços; III) pedágios e multas; IV) guarda e manutenção de veículos utilizados nas operações exclusivas de meio circulante; V) transporte internacional de moedas comemorativas.  As despesas com a mão-de-obra (carregadores) permanente são registradas na conta 3939.02.02-8.";1553815.95;1553815.95;1550797.59;1550797.59
2024;423910014;MECIR;DIRAD;42 BELEM-PA;393903041;"DISTRIBUIÇÃO DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393903041 - RECEBIMENTO DE REMESSA E MOVIMENTAÇÃO DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Distribuição de numerário;7;"Registra as despesas decorrentes do recebimento de remessa e movimentação de numerário, tais como: I) contratação de empresa transportadora e de mão-de-obra; II) manutenção de rádio-comunicadores utilizados nesses serviços; III) pedágios e multas; IV) guarda e manutenção de veículos utilizados nas operações exclusivas de meio circulante; V) transporte internacional de moedas comemorativas.  As despesas com a mão-de-obra (carregadores) permanente são registradas na conta 3939.02.02-8.";145000.0;80000.0;44241.92;44241.92
2024;443910018;MECIR;DIRAD;44 BELO HORIZONTE-MG;393903041;"DISTRIBUIÇÃO DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393903041 - RECEBIMENTO DE REMESSA E MOVIMENTAÇÃO DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Distribuição de numerário;7;"Registra as despesas decorrentes do recebimento de remessa e movimentação de numerário, tais como: I) contratação de empresa transportadora e de mão-de-obra; II) manutenção de rádio-comunicadores utilizados nesses serviços; III) pedágios e multas; IV) guarda e manutenção de veículos utilizados nas operações exclusivas de meio circulante; V) transporte internacional de moedas comemorativas.  As despesas com a mão-de-obra (carregadores) permanente são registradas na conta 3939.02.02-8.";107672.05;107672.05;98404.38;98404.38
2024;503910013;MECIR;DIRAD;50 CURITIBA-PR;393903041;"DISTRIBUIÇÃO DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393903041 - RECEBIMENTO DE REMESSA E MOVIMENTAÇÃO DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Distribuição de numerário;7;"Registra as despesas decorrentes do recebimento de remessa e movimentação de numerário, tais como: I) contratação de empresa transportadora e de mão-de-obra; II) manutenção de rádio-comunicadores utilizados nesses serviços; III) pedágios e multas; IV) guarda e manutenção de veículos utilizados nas operações exclusivas de meio circulante; V) transporte internacional de moedas comemorativas.  As despesas com a mão-de-obra (carregadores) permanente são registradas na conta 3939.02.02-8.";370715.0;306018.72;177391.83;177391.83
2024;543910011;MECIR;DIRAD;54 FORTALEZA-CE;393903041;"DISTRIBUIÇÃO DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393903041 - RECEBIMENTO DE REMESSA E MOVIMENTAÇÃO DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Distribuição de numerário;7;"Registra as despesas decorrentes do recebimento de remessa e movimentação de numerário, tais como: I) contratação de empresa transportadora e de mão-de-obra; II) manutenção de rádio-comunicadores utilizados nesses serviços; III) pedágios e multas; IV) guarda e manutenção de veículos utilizados nas operações exclusivas de meio circulante; V) transporte internacional de moedas comemorativas.  As despesas com a mão-de-obra (carregadores) permanente são registradas na conta 3939.02.02-8.";338413.3;110008.84;95972.92;95972.92
2024;723910013;MECIR;DIRAD;72 SALVADOR-BA;393902028;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902028 - MOVIMENTAÇÃO INTERNA DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com a locação de equipamentos e com a mão-de-obra utilizada para a prestação de serviço de movimentação interna de numerário.;298215.0;298215.0;298213.86;298213.86
2024;703910019;MECIR;DIRAD;70 RECIFE-PE;393903041;"DISTRIBUIÇÃO DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393903041 - RECEBIMENTO DE REMESSA E MOVIMENTAÇÃO DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Distribuição de numerário;7;"Registra as despesas decorrentes do recebimento de remessa e movimentação de numerário, tais como: I) contratação de empresa transportadora e de mão-de-obra; II) manutenção de rádio-comunicadores utilizados nesses serviços; III) pedágios e multas; IV) guarda e manutenção de veículos utilizados nas operações exclusivas de meio circulante; V) transporte internacional de moedas comemorativas.  As despesas com a mão-de-obra (carregadores) permanente são registradas na conta 3939.02.02-8.";329913.45;312212.87;299900.35;299900.35
2024;713910016;MECIR;DIRAD;71 RIO DE JANEIRO-RJ;393903041;"DISTRIBUIÇÃO DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393903041 - RECEBIMENTO DE REMESSA E MOVIMENTAÇÃO DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Distribuição de numerário;7;"Registra as despesas decorrentes do recebimento de remessa e movimentação de numerário, tais como: I) contratação de empresa transportadora e de mão-de-obra; II) manutenção de rádio-comunicadores utilizados nesses serviços; III) pedágios e multas; IV) guarda e manutenção de veículos utilizados nas operações exclusivas de meio circulante; V) transporte internacional de moedas comemorativas.  As despesas com a mão-de-obra (carregadores) permanente são registradas na conta 3939.02.02-8.";26194752.26;26194752.26;20210892.5;20210892.5
2024;723910013;MECIR;DIRAD;72 SALVADOR-BA;393903041;"DISTRIBUIÇÃO DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393903041 - RECEBIMENTO DE REMESSA E MOVIMENTAÇÃO DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Distribuição de numerário;7;"Registra as despesas decorrentes do recebimento de remessa e movimentação de numerário, tais como: I) contratação de empresa transportadora e de mão-de-obra; II) manutenção de rádio-comunicadores utilizados nesses serviços; III) pedágios e multas; IV) guarda e manutenção de veículos utilizados nas operações exclusivas de meio circulante; V) transporte internacional de moedas comemorativas.  As despesas com a mão-de-obra (carregadores) permanente são registradas na conta 3939.02.02-8.";244745.0;244745.0;174643.65;174643.65
2024;763910011;MECIR;DIRAD;76 SAO PAULO-SP;393903041;"DISTRIBUIÇÃO DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393903041 - RECEBIMENTO DE REMESSA E MOVIMENTAÇÃO DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Distribuição de numerário;7;"Registra as despesas decorrentes do recebimento de remessa e movimentação de numerário, tais como: I) contratação de empresa transportadora e de mão-de-obra; II) manutenção de rádio-comunicadores utilizados nesses serviços; III) pedágios e multas; IV) guarda e manutenção de veículos utilizados nas operações exclusivas de meio circulante; V) transporte internacional de moedas comemorativas.  As despesas com a mão-de-obra (carregadores) permanente são registradas na conta 3939.02.02-8.";284000.0;284000.0;146785.3;146785.3
2024;403910010;MECIR;DIRAD;40 BRASILIA-DF;393902011;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902011 - MANUTENÇÃO DE EQUIPAMENTOS;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com mão-de-obra utilizada para a manutenção de equipamentos destinados ao acondicionamento e guarda de numerário, inclusive o material porventura necessário e a reposição de peças e acessórios, se fornecidos pelo executante do serviço, bem como as despesas com instalação do referido material, desde que não incluídas no preço de  aquisição. Inclui-se, também, o conserto de mobiliário com características específicas aos serviços realizados nos ambientes de tesouraria e não passível de utilização em outro ambiente, tais como cadeiras para caixa/conferente tipo guichê e mesas para conferência de numerário.;253345.99;253345.99;244152.69;244152.69
2024;423910014;MECIR;DIRAD;42 BELEM-PA;393902011;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902011 - MANUTENÇÃO DE EQUIPAMENTOS;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com mão-de-obra utilizada para a manutenção de equipamentos destinados ao acondicionamento e guarda de numerário, inclusive o material porventura necessário e a reposição de peças e acessórios, se fornecidos pelo executante do serviço, bem como as despesas com instalação do referido material, desde que não incluídas no preço de  aquisição. Inclui-se, também, o conserto de mobiliário com características específicas aos serviços realizados nos ambientes de tesouraria e não passível de utilização em outro ambiente, tais como cadeiras para caixa/conferente tipo guichê e mesas para conferência de numerário.;75000.0;6000.0;6000.0;6000.0
2024;763910011;MECIR;DIRAD;76 SAO PAULO-SP;393902028;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902028 - MOVIMENTAÇÃO INTERNA DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com a locação de equipamentos e com a mão-de-obra utilizada para a prestação de serviço de movimentação interna de numerário.;838844.77;838844.77;700542.73;700542.73
2024;543910011;MECIR;DIRAD;54 FORTALEZA-CE;393902011;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902011 - MANUTENÇÃO DE EQUIPAMENTOS;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com mão-de-obra utilizada para a manutenção de equipamentos destinados ao acondicionamento e guarda de numerário, inclusive o material porventura necessário e a reposição de peças e acessórios, se fornecidos pelo executante do serviço, bem como as despesas com instalação do referido material, desde que não incluídas no preço de  aquisição. Inclui-se, também, o conserto de mobiliário com características específicas aos serviços realizados nos ambientes de tesouraria e não passível de utilização em outro ambiente, tais como cadeiras para caixa/conferente tipo guichê e mesas para conferência de numerário.;77331.05;70077.17;63965.73;63965.73
2024;713910016;MECIR;DIRAD;71 RIO DE JANEIRO-RJ;393902011;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902011 - MANUTENÇÃO DE EQUIPAMENTOS;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com mão-de-obra utilizada para a manutenção de equipamentos destinados ao acondicionamento e guarda de numerário, inclusive o material porventura necessário e a reposição de peças e acessórios, se fornecidos pelo executante do serviço, bem como as despesas com instalação do referido material, desde que não incluídas no preço de  aquisição. Inclui-se, também, o conserto de mobiliário com características específicas aos serviços realizados nos ambientes de tesouraria e não passível de utilização em outro ambiente, tais como cadeiras para caixa/conferente tipo guichê e mesas para conferência de numerário.;326304.0;192828.54;135933.6;135933.6
2024;763910011;MECIR;DIRAD;76 SAO PAULO-SP;393902011;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902011 - MANUTENÇÃO DE EQUIPAMENTOS;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com mão-de-obra utilizada para a manutenção de equipamentos destinados ao acondicionamento e guarda de numerário, inclusive o material porventura necessário e a reposição de peças e acessórios, se fornecidos pelo executante do serviço, bem como as despesas com instalação do referido material, desde que não incluídas no preço de  aquisição. Inclui-se, também, o conserto de mobiliário com características específicas aos serviços realizados nos ambientes de tesouraria e não passível de utilização em outro ambiente, tais como cadeiras para caixa/conferente tipo guichê e mesas para conferência de numerário.;508000.0;95822.76;89247.13;89247.13
2024;503910013;MECIR;DIRAD;50 CURITIBA-PR;393902011;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902011 - MANUTENÇÃO DE EQUIPAMENTOS;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com mão-de-obra utilizada para a manutenção de equipamentos destinados ao acondicionamento e guarda de numerário, inclusive o material porventura necessário e a reposição de peças e acessórios, se fornecidos pelo executante do serviço, bem como as despesas com instalação do referido material, desde que não incluídas no preço de  aquisição. Inclui-se, também, o conserto de mobiliário com características específicas aos serviços realizados nos ambientes de tesouraria e não passível de utilização em outro ambiente, tais como cadeiras para caixa/conferente tipo guichê e mesas para conferência de numerário.;190000.0;95250.0;84666.64;84666.64
2024;703910019;MECIR;DIRAD;70 RECIFE-PE;393902011;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902011 - MANUTENÇÃO DE EQUIPAMENTOS;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com mão-de-obra utilizada para a manutenção de equipamentos destinados ao acondicionamento e guarda de numerário, inclusive o material porventura necessário e a reposição de peças e acessórios, se fornecidos pelo executante do serviço, bem como as despesas com instalação do referido material, desde que não incluídas no preço de  aquisição. Inclui-se, também, o conserto de mobiliário com características específicas aos serviços realizados nos ambientes de tesouraria e não passível de utilização em outro ambiente, tais como cadeiras para caixa/conferente tipo guichê e mesas para conferência de numerário.;53352.0;50837.5;49546.81;49546.81
2024;723910013;MECIR;DIRAD;72 SALVADOR-BA;393902011;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902011 - MANUTENÇÃO DE EQUIPAMENTOS;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com mão-de-obra utilizada para a manutenção de equipamentos destinados ao acondicionamento e guarda de numerário, inclusive o material porventura necessário e a reposição de peças e acessórios, se fornecidos pelo executante do serviço, bem como as despesas com instalação do referido material, desde que não incluídas no preço de  aquisição. Inclui-se, também, o conserto de mobiliário com características específicas aos serviços realizados nos ambientes de tesouraria e não passível de utilização em outro ambiente, tais como cadeiras para caixa/conferente tipo guichê e mesas para conferência de numerário.;31000.0;31000.0;31000.0;31000.0
2024;403910010;MECIR;DIRAD;40 BRASILIA-DF;393902028;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902028 - MOVIMENTAÇÃO INTERNA DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com a locação de equipamentos e com a mão-de-obra utilizada para a prestação de serviço de movimentação interna de numerário.;1823553.87;1823553.87;1823553.87;1823553.87
2024;423910014;MECIR;DIRAD;42 BELEM-PA;393902028;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902028 - MOVIMENTAÇÃO INTERNA DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com a locação de equipamentos e com a mão-de-obra utilizada para a prestação de serviço de movimentação interna de numerário.;241095.48;241095.48;218675.69;218675.69
2024;443910018;MECIR;DIRAD;44 BELO HORIZONTE-MG;393902028;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902028 - MOVIMENTAÇÃO INTERNA DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com a locação de equipamentos e com a mão-de-obra utilizada para a prestação de serviço de movimentação interna de numerário.;365526.0;305205.53;296863.23;296863.23
2024;503910013;MECIR;DIRAD;50 CURITIBA-PR;393902028;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902028 - MOVIMENTAÇÃO INTERNA DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com a locação de equipamentos e com a mão-de-obra utilizada para a prestação de serviço de movimentação interna de numerário.;310469.4;307370.11;283502.3;283502.3
2024;543910011;MECIR;DIRAD;54 FORTALEZA-CE;393902028;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902028 - MOVIMENTAÇÃO INTERNA DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com a locação de equipamentos e com a mão-de-obra utilizada para a prestação de serviço de movimentação interna de numerário.;143475.18;143475.18;137596.02;137596.02
2024;703910019;MECIR;DIRAD;70 RECIFE-PE;393902028;"ACONDICIONAMENTO E GUARDA DE NUMERÁRIO
CONTAS DE RESULTADO - DESPESAS
OUTRAS DESPESAS
DESPESAS DO MEIO CIRCULANTE";393902028 - MOVIMENTAÇÃO INTERNA DE NUMERÁRIO;Despesa;Primário;2;Meio Circulante;5;Guarda e segurança de numerário;8;Registra as despesas com a locação de equipamentos e com a mão-de-obra utilizada para a prestação de serviço de movimentação interna de numerário.;400913.91;400913.91;395517.19;395517.19
